id,date,title,vol,iss,prev_id,next_id,restricted
sim_notes-and-queries_1913-11-15_8_203,1913-11-15,Notes and Queries  1913-11-15: Vol 8 Iss 203,8,203,sim_notes-and-queries_1913-11-08_8_202,sim_notes-and-queries_1913-11-22_8_204,
sim_notes-and-queries_1913-11-22_8_204,1913-11-22,Notes and Queries  1913-11-22: Vol 8 Iss 204,8,204,sim_notes-and-queries_1913-11-15_8_203,sim_notes-and-queries_1913-11-29_8_205,
sim_notes-and-queries_1913-11-29_8_205,1913-11-29,Notes and Queries  1913-11-29: Vol 8 Iss 205,8,205,sim_notes-and-queries_1913-11-22_8_204,sim_notes-and-queries_1913-12-06_8_206,
sim_notes-and-queries_1913-12-06_8_206,1913-12-06,Notes and Queries  1913-12-06: Vol 8 Iss 206,8,206,sim_notes-and-queries_1913-11-29_8_205,sim_notes-and-queries_1913-12-13_8_207,
sim_notes-and-queries_1913-12-13_8_207,1913-12-13,Notes and Queries  1913-12-13: Vol 8 Iss 207,8,207,sim_notes-and-queries_1913-12-06_8_206,sim_notes-and-queries_1913-12-20_8_208,
sim_notes-and-queries_1913-12-20_8_208,1913-12-20,Notes and Queries  1913-12-20: Vol 8 Iss 208,8,208,sim_notes-and-queries_1913-12-13_8_207,sim_notes-and-queries_1913-12-27_8_209,
sim_notes-and-queries_1913-12-27_8_209,1913-12-27,Notes and Queries  1913-12-27: Vol 8 Iss 209,8,209,sim_notes-and-queries_1913-12-20_8_208,sim_notes-and-queries_1914_9_index,
sim_notes-and-queries_1913_7_index,1913,Notes and Queries  1913: Vol 7 Index,7,Index,sim_notes-and-queries_1912-12-28_6_157,sim_notes-and-queries_1913-01-04_7_158,
sim_notes-and-queries_1913_8_index,1913,Notes and Queries  1913: Vol 8 Index,8,Index,sim_notes-and-queries_1913-06-28_7_183,sim_notes-and-queries_1913-07-05_8_184,
sim_notes-and-queries_1914-01-03_9_210,1914-01-03,Notes and Queries  1914-01-03: Vol 9 Iss 210,9,210,sim_notes-and-queries_1914_9_index,sim_notes-and-queries_1914-01-10_9_211,
sim_notes-and-queries_1914-01-10_9_211,1914-01-10,Notes and Queries  1914-01-10: Vol 9 Iss 211,9,211,sim_notes-and-queries_1914-01-03_9_210,sim_notes-and-queries_1914-01-17_9_212,
sim_notes-and-queries_1914-01-17_9_212,1914-01-17,Notes and Queries  1914-01-17: Vol 9 Iss 212,9,212,sim_notes-and-queries_1914-01-10_9_211,sim_notes-and-queries_1914-01-24_9_213,
sim_notes-and-queries_1914-01-24_9_213,1914-01-24,Notes and Queries  1914-01-24: Vol 9 Iss 213,9,213,sim_notes-and-queries_1914-01-17_9_212,sim_notes-and-queries_1914-01-31_9_214,
sim_notes-and-queries_1914-01-31_9_214,1914-01-31,Notes and Queries  1914-01-31: Vol 9 Iss 214,9,214,sim_notes-and-queries_1914-01-24_9_213,sim_notes-and-queries_1914-02-07_9_215,
sim_notes-and-queries_1914-02-07_9_215,1914-02-07,Notes and Queries  1914-02-07: Vol 9 Iss 215,9,215,sim_notes-and-queries_1914-01-31_9_214,sim_notes-and-queries_1914-02-14_9_216,
sim_notes-and-queries_1914-02-14_9_216,1914-02-14,Notes and Queries  1914-02-14: Vol 9 Iss 216,9,216,sim_notes-and-queries_1914-02-07_9_215,sim_notes-and-queries_1914-02-21_9_217,
sim_notes-and-queries_1914-02-21_9_217,1914-02-21,Notes and Queries  1914-02-21: Vol 9 Iss 217,9,217,sim_notes-and-queries_1914-02-14_9_216,sim_notes-and-queries_1914-02-28_9_218,
sim_notes-and-queries_1914-02-28_9_218,1914-02-28,Notes and Queries  1914-02-28: Vol 9 Iss 218,9,218,sim_notes-and-queries_1914-02-21_9_217,sim_notes-and-queries_1914-03-07_9_219,
sim_notes-and-queries_1914-03-07_9_219,1914-03-07,Notes and Queries  1914-03-07: Vol 9 Iss 219,9,219,sim_notes-and-queries_1914-02-28_9_218,sim_notes-and-queries_1914-03-14_9_220,
sim_notes-and-queries_1914-03-14_9_220,1914-03-14,Notes and Queries  1914-03-14: Vol 9 Iss 220,9,220,sim_notes-and-queries_1914-03-07_9_219,sim_notes-and-queries_1914-03-21_9_221,
sim_notes-and-queries_1914-03-21_9_221,1914-03-21,Notes and Queries  1914-03-21: Vol 9 Iss 221,9,221,sim_notes-and-queries_1914-03-14_9_220,sim_notes-and-queries_1914-03-28_9_222,
sim_notes-and-queries_1914-03-28_9_222,1914-03-28,Notes and Queries  1914-03-28: Vol 9 Iss 222,9,222,sim_notes-and-queries_1914-03-21_9_221,sim_notes-and-queries_1914-04-04_9_223,
sim_notes-and-queries_1914-04-04_9_223,1914-04-04,Notes and Queries  1914-04-04: Vol 9 Iss 223,9,223,sim_notes-and-queries_1914-03-28_9_222,sim_notes-and-queries_1914-04-11_9_224,
sim_notes-and-queries_1914-04-11_9_224,1914-04-11,Notes and Queries  1914-04-11: Vol 9 Iss 224,9,224,sim_notes-and-queries_1914-04-04_9_223,sim_notes-and-queries_1914-04-18_9_225,
sim_notes-and-queries_1914-04-18_9_225,1914-04-18,Notes and Queries  1914-04-18: Vol 9 Iss 225,9,225,sim_notes-and-queries_1914-04-11_9_224,sim_notes-and-queries_1914-04-25_9_226,
sim_notes-and-queries_1914-04-25_9_226,1914-04-25,Notes and Queries  1914-04-25: Vol 9 Iss 226,9,226,sim_notes-and-queries_1914-04-18_9_225,sim_notes-and-queries_1914-05-02_9_227,
sim_notes-and-queries_1914-05-02_9_227,1914-05-02,Notes and Queries  1914-05-02: Vol 9 Iss 227,9,227,sim_notes-and-queries_1914-04-25_9_226,sim_notes-and-queries_1914-05-09_9_228,
sim_notes-and-queries_1914-05-09_9_228,1914-05-09,Notes and Queries  1914-05-09: Vol 9 Iss 228,9,228,sim_notes-and-queries_1914-05-02_9_227,sim_notes-and-queries_1914-05-16_9_229,
sim_notes-and-queries_1914-05-16_9_229,1914-05-16,Notes and Queries  1914-05-16: Vol 9 Iss 229,9,229,sim_notes-and-queries_1914-05-09_9_228,sim_notes-and-queries_1914-05-23_9_230,
sim_notes-and-queries_1914-05-23_9_230,1914-05-23,Notes and Queries  1914-05-23: Vol 9 Iss 230,9,230,sim_notes-and-queries_1914-05-16_9_229,sim_notes-and-queries_1914-05-30_9_231,
sim_notes-and-queries_1914-05-30_9_231,1914-05-30,Notes and Queries  1914-05-30: Vol 9 Iss 231,9,231,sim_notes-and-queries_1914-05-23_9_230,sim_notes-and-queries_1914-06-06_9_232,
sim_notes-and-queries_1914-06-06_9_232,1914-06-06,Notes and Queries  1914-06-06: Vol 9 Iss 232,9,232,sim_notes-and-queries_1914-05-30_9_231,sim_notes-and-queries_1914-06-13_9_233,
sim_notes-and-queries_1914-06-13_9_233,1914-06-13,Notes and Queries  1914-06-13: Vol 9 Iss 233,9,233,sim_notes-and-queries_1914-06-06_9_232,sim_notes-and-queries_1914-06-20_9_234,
sim_notes-and-queries_1914-06-20_9_234,1914-06-20,Notes and Queries  1914-06-20: Vol 9 Iss 234,9,234,sim_notes-and-queries_1914-06-13_9_233,sim_notes-and-queries_1914-06-27_9_235,
sim_notes-and-queries_1914-06-27_9_235,1914-06-27,Notes and Queries  1914-06-27: Vol 9 Iss 235,9,235,sim_notes-and-queries_1914-06-20_9_234,sim_notes-and-queries_1914_10_index,
sim_notes-and-queries_1914-07-04_10_236,1914-07-04,Notes and Queries  1914-07-04: Vol 10 Iss 236,10,236,sim_notes-and-queries_1914_10_index,sim_notes-and-queries_1914-07-11_10_237,
sim_notes-and-queries_1914-07-11_10_237,1914-07-11,Notes and Queries  1914-07-11: Vol 10 Iss 237,10,237,sim_notes-and-queries_1914-07-04_10_236,sim_notes-and-queries_1914-07-18_10_238,
sim_notes-and-queries_1914-07-18_10_238,1914-07-18,Notes and Queries  1914-07-18: Vol 10 Iss 238,10,238,sim_notes-and-queries_1914-07-11_10_237,sim_notes-and-queries_1914-07-25_10_239,
sim_notes-and-queries_1914-07-25_10_239,1914-07-25,Notes and Queries  1914-07-25: Vol 10 Iss 239,10,239,sim_notes-and-queries_1914-07-18_10_238,sim_notes-and-queries_1914-08-01_10_240,
sim_notes-and-queries_1914-08-01_10_240,1914-08-01,Notes and Queries  1914-08-01: Vol 10 Iss 240,10,240,sim_notes-and-queries_1914-07-25_10_239,sim_notes-and-queries_1914-08-08_10_241,
sim_notes-and-queries_1914-08-08_10_241,1914-08-08,Notes and Queries  1914-08-08: Vol 10 Iss 241,10,241,sim_notes-and-queries_1914-08-01_10_240,sim_notes-and-queries_1914-08-15_10_242,
sim_notes-and-queries_1914-08-15_10_242,1914-08-15,Notes and Queries  1914-08-15: Vol 10 Iss 242,10,242,sim_notes-and-queries_1914-08-08_10_241,sim_notes-and-queries_1914-08-22_10_243,
sim_notes-and-queries_1914-08-22_10_243,1914-08-22,Notes and Queries  1914-08-22: Vol 10 Iss 243,10,243,sim_notes-and-queries_1914-08-15_10_242,sim_notes-and-queries_1914-08-29_10_244,
sim_notes-and-queries_1914-08-29_10_244,1914-08-29,Notes and Queries  1914-08-29: Vol 10 Iss 244,10,244,sim_notes-and-queries_1914-08-22_10_243,sim_notes-and-queries_1914-09-05_10_245,
sim_notes-and-queries_1914-09-05_10_245,1914-09-05,Notes and Queries  1914-09-05: Vol 10 Iss 245,10,245,sim_notes-and-queries_1914-08-29_10_244,sim_notes-and-queries_1914-09-12_10_246,
sim_notes-and-queries_1914-09-12_10_246,1914-09-12,Notes and Queries  1914-09-12: Vol 10 Iss 246,10,246,sim_notes-and-queries_1914-09-05_10_245,sim_notes-and-queries_1914-09-19_10_247,
sim_notes-and-queries_1914-09-19_10_247,1914-09-19,Notes and Queries  1914-09-19: Vol 10 Iss 247,10,247,sim_notes-and-queries_1914-09-12_10_246,sim_notes-and-queries_1914-09-26_10_248,
sim_notes-and-queries_1914-09-26_10_248,1914-09-26,Notes and Queries  1914-09-26: Vol 10 Iss 248,10,248,sim_notes-and-queries_1914-09-19_10_247,sim_notes-and-queries_1914-10-03_10_249,
sim_notes-and-queries_1914-10-03_10_249,1914-10-03,Notes and Queries  1914-10-03: Vol 10 Iss 249,10,249,sim_notes-and-queries_1914-09-26_10_248,sim_notes-and-queries_1914-10-10_10_250,
sim_notes-and-queries_1914-10-10_10_250,1914-10-10,Notes and Queries  1914-10-10: Vol 10 Iss 250,10,250,sim_notes-and-queries_1914-10-03_10_249,sim_notes-and-queries_1914-10-17_10_251,
sim_notes-and-queries_1914-10-17_10_251,1914-10-17,Notes and Queries  1914-10-17: Vol 10 Iss 251,10,251,sim_notes-and-queries_1914-10-10_10_250,sim_notes-and-queries_1914-10-24_10_252,
sim_notes-and-queries_1914-10-24_10_252,1914-10-24,Notes and Queries  1914-10-24: Vol 10 Iss 252,10,252,sim_notes-and-queries_1914-10-17_10_251,sim_notes-and-queries_1914-10-31_10_253,
sim_notes-and-queries_1914-10-31_10_253,1914-10-31,Notes and Queries  1914-10-31: Vol 10 Iss 253,10,253,sim_notes-and-queries_1914-10-24_10_252,sim_notes-and-queries_1914-11-07_10_254,
sim_notes-and-queries_1914-11-07_10_254,1914-11-07,Notes and Queries  1914-11-07: Vol 10 Iss 254,10,254,sim_notes-and-queries_1914-10-31_10_253,sim_notes-and-queries_1914-11-14_10_255,
sim_notes-and-queries_1914-11-14_10_255,1914-11-14,Notes and Queries  1914-11-14: Vol 10 Iss 255,10,255,sim_notes-and-queries_1914-11-07_10_254,sim_notes-and-queries_1914-11-21_10_256,
sim_notes-and-queries_1914-11-21_10_256,1914-11-21,Notes and Queries  1914-11-21: Vol 10 Iss 256,10,256,sim_notes-and-queries_1914-11-14_10_255,sim_notes-and-queries_1914-11-28_10_257,
sim_notes-and-queries_1914-11-28_10_257,1914-11-28,Notes and Queries  1914-11-28: Vol 10 Iss 257,10,257,sim_notes-and-queries_1914-11-21_10_256,sim_notes-and-queries_1914-12-05_10_258,
sim_notes-and-queries_1914-12-05_10_258,1914-12-05,Notes and Queries  1914-12-05: Vol 10 Iss 258,10,258,sim_notes-and-queries_1914-11-28_10_257,sim_notes-and-queries_1914-12-12_10_259,
sim_notes-and-queries_1914-12-12_10_259,1914-12-12,Notes and Queries  1914-12-12: Vol 10 Iss 259,10,259,sim_notes-and-queries_1914-12-05_10_258,sim_notes-and-queries_1914-12-19_10_260,
sim_notes-and-queries_1914-12-19_10_260,1914-12-19,Notes and Queries  1914-12-19: Vol 10 Iss 260,10,260,sim_notes-and-queries_1914-12-12_10_259,sim_notes-and-queries_1914-12-26_10_261,
sim_notes-and-queries_1914-12-26_10_261,1914-12-26,Notes and Queries  1914-12-26: Vol 10 Iss 261,10,261,sim_notes-and-queries_1914-12-19_10_260,sim_notes-and-queries_1915_11_index,
sim_notes-and-queries_1914_10_index,1914,Notes and Queries  1914: Vol 10 Index,10,Index,sim_notes-and-queries_1914-06-27_9_235,sim_notes-and-queries_1914-07-04_10_236,
sim_notes-and-queries_1914_9_index,1914,Notes and Queries  1914: Vol 9 Index,9,Index,sim_notes-and-queries_1913-12-27_8_209,sim_notes-and-queries_1914-01-03_9_210,
sim_notes-and-queries_1915-01-02_11_262,1915-01-02,Notes and Queries  1915-01-02: Vol 11 Iss 262,11,262,sim_notes-and-queries_1915_11_index,sim_notes-and-queries_1915-01-09_11_263,
sim_notes-and-queries_1915-01-09_11_263,1915-01-09,Notes and Queries  1915-01-09: Vol 11 Iss 263,11,263,sim_notes-and-queries_1915-01-02_11_262,sim_notes-and-queries_1915-01-16_11_264,
sim_notes-and-queries_1915-01-16_11_264,1915-01-16,Notes and Queries  1915-01-16: Vol 11 Iss 264,11,264,sim_notes-and-queries_1915-01-09_11_263,sim_notes-and-queries_1915-01-23_11_265,
sim_notes-and-queries_1915-01-23_11_265,1915-01-23,Notes and Queries  1915-01-23: Vol 11 Iss 265,11,265,sim_notes-and-queries_1915-01-16_11_264,sim_notes-and-queries_1915-01-30_11_266,
sim_notes-and-queries_1915-01-30_11_266,1915-01-30,Notes and Queries  1915-01-30: Vol 11 Iss 266,11,266,sim_notes-and-queries_1915-01-23_11_265,sim_notes-and-queries_1915-02-06_11_267,
sim_notes-and-queries_1915-02-06_11_267,1915-02-06,Notes and Queries  1915-02-06: Vol 11 Iss 267,11,267,sim_notes-and-queries_1915-01-30_11_266,sim_notes-and-queries_1915-02-13_11_268,
sim_notes-and-queries_1915-02-13_11_268,1915-02-13,Notes and Queries  1915-02-13: Vol 11 Iss 268,11,268,sim_notes-and-queries_1915-02-06_11_267,sim_notes-and-queries_1915-02-20_11_269,
sim_notes-and-queries_1915-02-20_11_269,1915-02-20,Notes and Queries  1915-02-20: Vol 11 Iss 269,11,269,sim_notes-and-queries_1915-02-13_11_268,sim_notes-and-queries_1915-02-27_11_270,
sim_notes-and-queries_1915-02-27_11_270,1915-02-27,Notes and Queries  1915-02-27: Vol 11 Iss 270,11,270,sim_notes-and-queries_1915-02-20_11_269,sim_notes-and-queries_1915-03-06_11_271,
sim_notes-and-queries_1915-03-06_11_271,1915-03-06,Notes and Queries  1915-03-06: Vol 11 Iss 271,11,271,sim_notes-and-queries_1915-02-27_11_270,sim_notes-and-queries_1915-03-13_11_272,
sim_notes-and-queries_1915-03-13_11_272,1915-03-13,Notes and Queries  1915-03-13: Vol 11 Iss 272,11,272,sim_notes-and-queries_1915-03-06_11_271,sim_notes-and-queries_1915-03-20_11_273,
sim_notes-and-queries_1915-03-20_11_273,1915-03-20,Notes and Queries  1915-03-20: Vol 11 Iss 273,11,273,sim_notes-and-queries_1915-03-13_11_272,sim_notes-and-queries_1915-03-27_11_274,
sim_notes-and-queries_1915-03-27_11_274,1915-03-27,Notes and Queries  1915-03-27: Vol 11 Iss 274,11,274,sim_notes-and-queries_1915-03-20_11_273,sim_notes-and-queries_1915-04-03_11_275,
sim_notes-and-queries_1915-04-03_11_275,1915-04-03,Notes and Queries  1915-04-03: Vol 11 Iss 275,11,275,sim_notes-and-queries_1915-03-27_11_274,sim_notes-and-queries_1915-04-10_11_276,
sim_notes-and-queries_1915-04-10_11_276,1915-04-10,Notes and Queries  1915-04-10: Vol 11 Iss 276,11,276,sim_notes-and-queries_1915-04-03_11_275,sim_notes-and-queries_1915-04-17_11_277,
sim_notes-and-queries_1915-04-17_11_277,1915-04-17,Notes and Queries  1915-04-17: Vol 11 Iss 277,11,277,sim_notes-and-queries_1915-04-10_11_276,sim_notes-and-queries_1915-04-24_11_278,
sim_notes-and-queries_1915-04-24_11_278,1915-04-24,Notes and Queries  1915-04-24: Vol 11 Iss 278,11,278,sim_notes-and-queries_1915-04-17_11_277,sim_notes-and-queries_1915-05-01_11_279,
sim_notes-and-queries_1915-05-01_11_279,1915-05-01,Notes and Queries  1915-05-01: Vol 11 Iss 279,11,279,sim_notes-and-queries_1915-04-24_11_278,sim_notes-and-queries_1915-05-08_11_280,
sim_notes-and-queries_1915-05-08_11_280,1915-05-08,Notes and Queries  1915-05-08: Vol 11 Iss 280,11,280,sim_notes-and-queries_1915-05-01_11_279,sim_notes-and-queries_1915-05-15_11_281,
sim_notes-and-queries_1915-05-15_11_281,1915-05-15,Notes and Queries  1915-05-15: Vol 11 Iss 281,11,281,sim_notes-and-queries_1915-05-08_11_280,sim_notes-and-queries_1915-05-22_11_282,
sim_notes-and-queries_1915-05-22_11_282,1915-05-22,Notes and Queries  1915-05-22: Vol 11 Iss 282,11,282,sim_notes-and-queries_1915-05-15_11_281,sim_notes-and-queries_1915-05-29_11_283,
sim_notes-and-queries_1915-05-29_11_283,1915-05-29,Notes and Queries  1915-05-29: Vol 11 Iss 283,11,283,sim_notes-and-queries_1915-05-22_11_282,sim_notes-and-queries_1915-06-05_11_284,
sim_notes-and-queries_1915-06-05_11_284,1915-06-05,Notes and Queries  1915-06-05: Vol 11 Iss 284,11,284,sim_notes-and-queries_1915-05-29_11_283,sim_notes-and-queries_1915-06-12_11_285,
sim_notes-and-queries_1915-06-12_11_285,1915-06-12,Notes and Queries  1915-06-12: Vol 11 Iss 285,11,285,sim_notes-and-queries_1915-06-05_11_284,sim_notes-and-queries_1915-06-19_11_286,
sim_notes-and-queries_1915-06-19_11_286,1915-06-19,Notes and Queries  1915-06-19: Vol 11 Iss 286,11,286,sim_notes-and-queries_1915-06-12_11_285,sim_notes-and-queries_1915-06-26_11_287,
sim_notes-and-queries_1915-06-26_11_287,1915-06-26,Notes and Queries  1915-06-26: Vol 11 Iss 287,11,287,sim_notes-and-queries_1915-06-19_11_286,sim_notes-and-queries_1915_12_index,
sim_notes-and-queries_1915-07-03_12_288,1915-07-03,Notes and Queries  1915-07-03: Vol 12 Iss 288,12,288,sim_notes-and-queries_1915_12_index,sim_notes-and-queries_1915-07-10_12_289,
sim_notes-and-queries_1915-07-10_12_289,1915-07-10,Notes and Queries  1915-07-10: Vol 12 Iss 289,12,289,sim_notes-and-queries_1915-07-03_12_288,sim_notes-and-queries_1915-07-17_12_290,
sim_notes-and-queries_1915-07-17_12_290,1915-07-17,Notes and Queries  1915-07-17: Vol 12 Iss 290,12,290,sim_notes-and-queries_1915-07-10_12_289,sim_notes-and-queries_1915-07-24_12_291,
sim_notes-and-queries_1915-07-24_12_291,1915-07-24,Notes and Queries  1915-07-24: Vol 12 Iss 291,12,291,sim_notes-and-queries_1915-07-17_12_290,sim_notes-and-queries_1915-07-31_12_292,
sim_notes-and-queries_1915-07-31_12_292,1915-07-31,Notes and Queries  1915-07-31: Vol 12 Iss 292,12,292,sim_notes-and-queries_1915-07-24_12_291,sim_notes-and-queries_1915-08-07_12_293,
sim_notes-and-queries_1915-08-07_12_293,1915-08-07,Notes and Queries  1915-08-07: Vol 12 Iss 293,12,293,sim_notes-and-queries_1915-07-31_12_292,sim_notes-and-queries_1915-08-14_12_294,
sim_notes-and-queries_1915-08-14_12_294,1915-08-14,Notes and Queries  1915-08-14: Vol 12 Iss 294,12,294,sim_notes-and-queries_1915-08-07_12_293,sim_notes-and-queries_1915-08-21_12_295,
sim_notes-and-queries_1915-08-21_12_295,1915-08-21,Notes and Queries  1915-08-21: Vol 12 Iss 295,12,295,sim_notes-and-queries_1915-08-14_12_294,sim_notes-and-queries_1915-08-28_12_296,
sim_notes-and-queries_1915-08-28_12_296,1915-08-28,Notes and Queries  1915-08-28: Vol 12 Iss 296,12,296,sim_notes-and-queries_1915-08-21_12_295,sim_notes-and-queries_1915-09-04_12_297,
sim_notes-and-queries_1915-09-04_12_297,1915-09-04,Notes and Queries  1915-09-04: Vol 12 Iss 297,12,297,sim_notes-and-queries_1915-08-28_12_296,sim_notes-and-queries_1915-09-11_12_298,
sim_notes-and-queries_1915-09-11_12_298,1915-09-11,Notes and Queries  1915-09-11: Vol 12 Iss 298,12,298,sim_notes-and-queries_1915-09-04_12_297,sim_notes-and-queries_1915-09-18_12_299,
sim_notes-and-queries_1915-09-18_12_299,1915-09-18,Notes and Queries  1915-09-18: Vol 12 Iss 299,12,299,sim_notes-and-queries_1915-09-11_12_298,sim_notes-and-queries_1915-09-25_12_300,
sim_notes-and-queries_1915-09-25_12_300,1915-09-25,Notes and Queries  1915-09-25: Vol 12 Iss 300,12,300,sim_notes-and-queries_1915-09-18_12_299,sim_notes-and-queries_1915-10-02_12_301,
sim_notes-and-queries_1915-10-02_12_301,1915-10-02,Notes and Queries  1915-10-02: Vol 12 Iss 301,12,301,sim_notes-and-queries_1915-09-25_12_300,sim_notes-and-queries_1915-10-09_12_302,
sim_notes-and-queries_1915-10-09_12_302,1915-10-09,Notes and Queries  1915-10-09: Vol 12 Iss 302,12,302,sim_notes-and-queries_1915-10-02_12_301,sim_notes-and-queries_1915-10-16_12_303,
sim_notes-and-queries_1915-10-16_12_303,1915-10-16,Notes and Queries  1915-10-16: Vol 12 Iss 303,12,303,sim_notes-and-queries_1915-10-09_12_302,sim_notes-and-queries_1915-10-23_12_304,
sim_notes-and-queries_1915-10-23_12_304,1915-10-23,Notes and Queries  1915-10-23: Vol 12 Iss 304,12,304,sim_notes-and-queries_1915-10-16_12_303,sim_notes-and-queries_1915-10-30_12_305,
sim_notes-and-queries_1915-10-30_12_305,1915-10-30,Notes and Queries  1915-10-30: Vol 12 Iss 305,12,305,sim_notes-and-queries_1915-10-23_12_304,sim_notes-and-queries_1915-11-06_12_306,
sim_notes-and-queries_1915-11-06_12_306,1915-11-06,Notes and Queries  1915-11-06: Vol 12 Iss 306,12,306,sim_notes-and-queries_1915-10-30_12_305,sim_notes-and-queries_1915-11-13_12_307,
sim_notes-and-queries_1915-11-13_12_307,1915-11-13,Notes and Queries  1915-11-13: Vol 12 Iss 307,12,307,sim_notes-and-queries_1915-11-06_12_306,sim_notes-and-queries_1915-11-20_12_308,
sim_notes-and-queries_1915-11-20_12_308,1915-11-20,Notes and Queries  1915-11-20: Vol 12 Iss 308,12,308,sim_notes-and-queries_1915-11-13_12_307,sim_notes-and-queries_1915-11-27_12_309,
sim_notes-and-queries_1915-11-27_12_309,1915-11-27,Notes and Queries  1915-11-27: Vol 12 Iss 309,12,309,sim_notes-and-queries_1915-11-20_12_308,sim_notes-and-queries_1915-12-04_12_310,
sim_notes-and-queries_1915-12-04_12_310,1915-12-04,Notes and Queries  1915-12-04: Vol 12 Iss 310,12,310,sim_notes-and-queries_1915-11-27_12_309,sim_notes-and-queries_1915-12-11_12_311,
sim_notes-and-queries_1915-12-11_12_311,1915-12-11,Notes and Queries  1915-12-11: Vol 12 Iss 311,12,311,sim_notes-and-queries_1915-12-04_12_310,sim_notes-and-queries_1915-12-18_12_312,
sim_notes-and-queries_1915-12-18_12_312,1915-12-18,Notes and Queries  1915-12-18: Vol 12 Iss 312,12,312,sim_notes-and-queries_1915-12-11_12_311,sim_notes-and-queries_1915-12-25_12_313,
sim_notes-and-queries_1915-12-25_12_313,1915-12-25,Notes and Queries  1915-12-25: Vol 12 Iss 313,12,313,sim_notes-and-queries_1915-12-18_12_312,sim_notes-and-queries_1916_1_index,
sim_notes-and-queries_1915_11_index,1915,Notes and Queries  1915: Vol 11 Index,11,Index,sim_notes-and-queries_1914-12-26_10_261,sim_notes-and-queries_1915-01-02_11_262,
sim_notes-and-queries_1915_12_index,1915,Notes and Queries  1915: Vol 12 Index,12,Index,sim_notes-and-queries_1915-06-26_11_287,sim_notes-and-queries_1915-07-03_12_288,
sim_notes-and-queries_1916-01-01_1_1,1916-01-01,Notes and Queries  1916-01-01: Vol 1 Iss 1,1,1,sim_notes-and-queries_1916_1_index,sim_notes-and-queries_1916-01-08_1_2,
sim_notes-and-queries_1916-01-08_1_2,1916-01-08,Notes and Queries  1916-01-08: Vol 1 Iss 2,1,2,sim_notes-and-queries_1916-01-01_1_1,sim_notes-and-queries_1916-01-15_1_3,
sim_notes-and-queries_1916-01-15_1_3,1916-01-15,Notes and Queries  1916-01-15: Vol 1 Iss 3,1,3,sim_notes-and-queries_1916-01-08_1_2,sim_notes-and-queries_1916-01-22_1_4,
sim_notes-and-queries_1916-01-22_1_4,1916-01-22,Notes and Queries  1916-01-22: Vol 1 Iss 4,1,4,sim_notes-and-queries_1916-01-15_1_3,sim_notes-and-queries_1916-01-29_1_5,
sim_notes-and-queries_1916-01-29_1_5,1916-01-29,Notes and Queries  1916-01-29: Vol 1 Iss 5,1,5,sim_notes-and-queries_1916-01-22_1_4,sim_notes-and-queries_1916-02-05_1_6,
sim_notes-and-queries_1916-02-05_1_6,1916-02-05,Notes and Queries  1916-02-05: Vol 1 Iss 6,1,6,sim_notes-and-queries_1916-01-29_1_5,sim_notes-and-queries_1916-02-12_1_7,
sim_notes-and-queries_1916-02-12_1_7,1916-02-12,Notes and Queries  1916-02-12: Vol 1 Iss 7,1,7,sim_notes-and-queries_1916-02-05_1_6,sim_notes-and-queries_1916-02-19_1_8,
sim_notes-and-queries_1916-02-19_1_8,1916-02-19,Notes and Queries  1916-02-19: Vol 1 Iss 8,1,8,sim_notes-and-queries_1916-02-12_1_7,sim_notes-and-queries_1916-02-26_1_9,
sim_notes-and-queries_1916-02-26_1_9,1916-02-26,Notes and Queries  1916-02-26: Vol 1 Iss 9,1,9,sim_notes-and-queries_1916-02-19_1_8,sim_notes-and-queries_1916-03-04_1_10,
sim_notes-and-queries_1916-03-04_1_10,1916-03-04,Notes and Queries  1916-03-04: Vol 1 Iss 10,1,10,sim_notes-and-queries_1916-02-26_1_9,sim_notes-and-queries_1916-03-11_1_11,
sim_notes-and-queries_1916-03-11_1_11,1916-03-11,Notes and Queries  1916-03-11: Vol 1 Iss 11,1,11,sim_notes-and-queries_1916-03-04_1_10,sim_notes-and-queries_1916-03-18_1_12,
sim_notes-and-queries_1916-03-18_1_12,1916-03-18,Notes and Queries  1916-03-18: Vol 1 Iss 12,1,12,sim_notes-and-queries_1916-03-11_1_11,sim_notes-and-queries_1916-03-25_1_13,
sim_notes-and-queries_1916-03-25_1_13,1916-03-25,Notes and Queries  1916-03-25: Vol 1 Iss 13,1,13,sim_notes-and-queries_1916-03-18_1_12,sim_notes-and-queries_1916-04-01_1_14,
sim_notes-and-queries_1916-04-01_1_14,1916-04-01,Notes and Queries  1916-04-01: Vol 1 Iss 14,1,14,sim_notes-and-queries_1916-03-25_1_13,sim_notes-and-queries_1916-04-08_1_15,
sim_notes-and-queries_1916-04-08_1_15,1916-04-08,Notes and Queries  1916-04-08: Vol 1 Iss 15,1,15,sim_notes-and-queries_1916-04-01_1_14,sim_notes-and-queries_1916-04-15_1_16,
sim_notes-and-queries_1916-04-15_1_16,1916-04-15,Notes and Queries  1916-04-15: Vol 1 Iss 16,1,16,sim_notes-and-queries_1916-04-08_1_15,sim_notes-and-queries_1916-04-22_1_17,
sim_notes-and-queries_1916-04-22_1_17,1916-04-22,Notes and Queries  1916-04-22: Vol 1 Iss 17,1,17,sim_notes-and-queries_1916-04-15_1_16,sim_notes-and-queries_1916-04-29_1_18,
